MAG_id,Food fermentation,Species_id,Genome size (bp),Completeness (%),Contamination (%),Quality assessment,Domain,Phylum,Class,Order,Family,Genus,Species
MAG_383,Cheese ,Species_18,3168411,96.78 ,0.55 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter glacincola
MAG_384,Cheese ,Species_278,3165031,80.68 ,5.34 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown104
MAG_385,Cheese ,Species_290,1572591,96.99 ,0.55 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_386,Cheese ,Species_277,2472468,100.00 ,0.28 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_387,Cheese ,Species_43,2963032,98.66 ,3.09 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus paraplantarum
MAG_388,Cheese ,Species_36,1765046,90.10 ,1.90 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Paucilactobacillus,s__Paucilactobacillus wasatchensis
MAG_389,Cheese ,Species_277,1829245,73.71 ,8.29 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_390,Cheese ,Species_284,2264670,85.65 ,3.05 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_391,Cheese ,Species_277,1778792,57.47 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_392,Cheese ,Species_269,1736661,99.60 ,0.15 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_393,Cheese ,Species_277,1163181,68.10 ,5.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_394,Cheese ,Species_212,1588710,51.72 ,6.03 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp002332255
MAG_395,Cheese ,Species_277,2218530,100.00 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_396,Cheese ,Species_277,2238838,67.82 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_397,Cheese ,Species_274,1477850,53.33 ,1.40 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_398,Cheese ,Species_211,1619570,53.17 ,1.78 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__unknown139
MAG_399,Cheese ,Species_274,1569210,62.17 ,3.74 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_400,Cheese ,Species_274,2610346,91.12 ,3.27 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_401,Cheese ,Species_258,1639779,79.92 ,2.18 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_402,Cheese ,Species_14,1680251,51.39 ,9.76 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_403,Cheese ,Species_274,2436968,98.96 ,1.51 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_404,Cheese ,Species_203,2187362,68.14 ,6.32 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter piscatorii
MAG_405,Cheese ,Species_249,2304778,96.76 ,1.58 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Marinilactibacillus,s__Marinilactibacillus psychrotolerans
MAG_406,Cheese ,Species_248,3040090,100.00 ,0.51 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Idiomarina,s__unknown111
MAG_407,Cheese ,Species_193,3300652,66.17 ,4.18 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas distincta
MAG_408,Cheese ,Species_192,3524814,60.40 ,9.48 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas prydzensis
MAG_409,Cheese ,Species_275,2003062,51.02 ,7.76 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown131
MAG_410,Cheese ,Species_212,1474576,51.72 ,6.90 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp002332255
MAG_411,Cheese ,Species_277,2207093,93.92 ,1.45 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_412,Cheese ,Species_243,1619827,63.71 ,9.05 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,s__unknown138
MAG_413,Cheese ,Species_274,1575742,71.55 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_414,Cheese ,Species_28,2304194,95.15 ,0.65 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus parabuchneri
MAG_415,Cheese ,Species_197,1534610,57.20 ,0.75 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown141
MAG_416,Cheese ,Species_184,778170,61.19 ,6.92 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__Vibrio toranzoniae
MAG_417,Cheese ,Species_14,876501,58.71 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_418,Cheese ,Species_186,1931129,63.28 ,8.62 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__unknown133
MAG_419,Cheese ,Species_272,1882646,94.03 ,0.44 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus raffinolactis_A
MAG_420,Cheese ,Species_274,1871675,63.79 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_421,Cheese ,Species_44,2869722,99.38 ,2.78 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_422,Cheese ,Species_22,1475554,77.78 ,1.36 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_423,Cheese ,Species_272,1690227,91.94 ,1.13 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus raffinolactis_A
MAG_424,Cheese ,Species_274,2206374,81.03 ,5.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_425,Cheese ,Species_40,2164009,93.78 ,1.11 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Levilactobacillus,s__Levilactobacillus brevis
MAG_426,Cheese ,Species_169,5054908,99.60 ,0.34 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii
MAG_427,Cheese ,Species_243,2640793,94.83 ,8.31 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,s__unknown119
MAG_428,Cheese ,Species_274,1970518,91.53 ,1.12 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_429,Cheese ,Species_278,1814131,50.21 ,2.53 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown135
MAG_430,Cheese ,Species_205,2786984,98.21 ,0.62 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter sp002810365
MAG_431,Cheese ,Species_154,4508074,99.13 ,0.58 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium sp004745485
MAG_432,Cheese ,Species_149,4233264,98.84 ,1.94 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium sp900169365
MAG_433,Cheese ,Species_36,1795106,50.03 ,8.69 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__unknown3,s__Paucilactobacillus wasatchensis
MAG_434,Cheese ,Species_213,3570490,99.14 ,0.86 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp900163645
MAG_435,Cheese ,Species_214,4233793,99.86 ,1.29 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas campaniensis
MAG_436,Cheese ,Species_157,3379317,96.53 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter arilaitensis
MAG_437,Cheese ,Species_186,3289435,93.76 ,0.23 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__unknown97
MAG_438,Cheese ,Species_194,3904018,100.00 ,0.51 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas nigrifaciens
MAG_439,Cheese ,Species_176,5389698,89.79 ,5.99 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Serratia,s__Serratia proteamaculans_B
MAG_440,Cheese ,Species_217,4290616,97.27 ,0.79 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Advenella,s__Advenella sp003533245
MAG_441,Cheese ,Species_179,4785368,88.44 ,1.34 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Serratia,s__Serratia liquefaciens
MAG_442,Cheese ,Species_168,2842029,70.63 ,0.19 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena
MAG_443,Cheese ,Species_168,3768938,55.81 ,9.22 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena
MAG_444,Cheese ,Species_249,3068876,50.86 ,4.31 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Marinilactibacillus,s__Marinilactibacillus psychrotolerans
MAG_445,Cheese ,Species_184,4576661,96.96 ,1.66 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__Vibrio toranzoniae
MAG_446,Cheese ,Species_187,4751863,100.00 ,4.96 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinomonadaceae,g__Marinomonas,s__Marinomonas sp000017285
MAG_447,Cheese ,Species_190,4020987,80.08 ,7.49 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__unknown85
MAG_448,Cheese ,Species_140,3832187,80.12 ,3.49 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium yomogidense
MAG_449,Cheese ,Species_148,3719265,98.26 ,0.58 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_450,Cheese ,Species_142,3956875,88.22 ,8.47 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__unknown86
MAG_451,Cheese ,Species_191,3237797,54.80 ,1.72 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__unknown98
MAG_452,Cheese ,Species_191,3756941,56.90 ,1.72 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__unknown89
MAG_453,Cheese ,Species_157,2919421,80.74 ,4.46 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter arilaitensis
MAG_454,Cheese ,Species_185,3820370,96.23 ,1.25 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__Vibrio casei
MAG_455,Cheese ,Species_194,3423699,96.44 ,1.63 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas nigrifaciens
MAG_456,Cheese ,Species_200,3254218,90.03 ,6.90 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter cibarius
MAG_457,Cheese ,Species_148,3613854,96.51 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_458,Cheese ,Species_121,3219773,59.31 ,9.48 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium alimentarium
MAG_459,Cheese ,Species_131,3114573,67.30 ,9.45 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__unknown106
MAG_460,Cheese ,Species_284,2443637,96.20 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_461,Cheese ,Species_124,2885203,54.26 ,7.13 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__unknown116
MAG_462,Cheese ,Species_148,3974541,96.71 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_463,Cheese ,Species_229,3312254,90.47 ,5.51 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus equorum
MAG_464,Cheese ,Species_148,3025328,66.23 ,2.60 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_465,Cheese ,Species_214,2995058,51.72 ,5.17 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas campaniensis
MAG_466,Cheese ,Species_34,1655752,94.60 ,0.65 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
MAG_467,Cheese ,Species_60,1863711,92.80 ,1.06 ,High,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae,g__Thermus,s__Thermus parvatiensis
MAG_468,Cheese ,Species_60,1829661,85.93 ,0.85 ,Medium,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae,g__Thermus,s__Thermus parvatiensis
MAG_469,Cheese ,Species_127,2495530,98.79 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium freudenreichii
MAG_470,Cocoa,Species_8,1285705,85.69 ,1.76 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Fructobacillus,s__Fructobacillus pseudoficulneus
MAG_471,Cocoa,Species_65,2151297,82.03 ,0.00 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter maltaceti
MAG_472,Cocoa,Species_71,3431943,94.84 ,5.64 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter saccharivorans
MAG_473,Cocoa,Species_119,2601891,91.54 ,3.17 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Kozakia,s__Kozakia baliensis
MAG_474,Cocoa,Species_296,1712385,94.88 ,2.14 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__Liquorilactobacillus cacaonum
MAG_475,Cocoa,Species_290,1869141,99.18 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_476,Cocoa,Species_290,1853423,93.72 ,0.82 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_477,Cocoa,Species_290,1738106,95.36 ,0.55 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_478,Cocoa,Species_3,2294212,98.17 ,1.28 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__Liquorilactobacillus nagelii
MAG_479,Cocoa,Species_44,3087551,98.15 ,2.78 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum
MAG_480,Cocoa,Species_4,2182107,98.69 ,9.69 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__Liquorilactobacillus vini
MAG_481,Cocoa,Species_16,1938111,93.30 ,1.39 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc pseudomesenteroides_A
MAG_482,Cocoa,Species_97,4562076,96.41 ,0.64 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__unknown63
MAG_483,Soy sauce,Species_116,2876596,95.47 ,0.87 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Yaniella,s__unknown17
MAG_484,Soy sauce,Species_208,3387228,97.24 ,2.47 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,g__Marinobacter,s__unknown10
MAG_485,Soy sauce,Species_146,2163701,85.20 ,2.04 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium stationis
MAG_486,Soy sauce,Species_208,1830630,52.59 ,1.72 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,g__Marinobacter,s__unknown23
MAG_487,Soy sauce,Species_135,3058553,99.77 ,0.68 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__unknown14
MAG_488,Soy sauce,Species_244,3381382,54.03 ,9.42 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caldibacillaceae,g__Bacillus_J,s__Bacillus_J thermoamylovorans
MAG_489,Soy sauce,Species_220,2506286,96.17 ,3.19 ,High,d__Bacteria,p__Firmicutes_F,c__Halanaerobiia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halanaerobium,s__unknown21
MAG_490,Soy sauce,Species_46,4174964,97.02 ,1.63 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus sonorensis
MAG_491,Soy sauce,Species_188,2254696,98.68 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Tetragenococcus,s__Tetragenococcus halophilus
MAG_492,Soy sauce,Species_216,3480362,99.14 ,1.78 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Chromohalobacter,s__unknown9
MAG_493,Soy sauce,Species_248,3239899,99.38 ,2.77 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Idiomarina,s__unknown13
MAG_494,Soy sauce,Species_215,2725647,52.74 ,1.75 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas halodenitrificans
MAG_495,Yoghurt,Species_257,1504775,73.82 ,9.48 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unknown27
MAG_496,Yoghurt,Species_34,1430200,51.74 ,9.49 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
MAG_497,Yoghurt,Species_114,1958495,59.91 ,9.97 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve
MAG_498,Yoghurt,Species_285,2676482,96.26 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus rhamnosus
MAG_499,Yoghurt,Species_257,1451796,85.18 ,2.74 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unknown2
MAG_500,Yoghurt,Species_265,3296849,99.18 ,0.14 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_E,s__Bacillus_E coagulans_A
MAG_501,Yoghurt,Species_277,2288455,100.00 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_502,Yoghurt,Species_113,1924349,100.00 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium animalis
MAG_503,Yoghurt,Species_34,1814841,99.03 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
MAG_504,Chinese liquor,Species_48,1724561,71.03 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus ethanolidurans
MAG_505,Chinese liquor,Species_279,2100045,92.27 ,1.27 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__Loigolactobacillus coryniformis
MAG_506,Chinese liquor,Species_50,2173492,87.36 ,3.87 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Furfurilactobacillus,s__unknown75
MAG_507,Chinese liquor,Species_25,1754755,80.00 ,3.23 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus diolivorans
MAG_508,Chinese liquor,Species_30,2153565,91.25 ,5.42 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus buchneri
MAG_509,Chinese liquor,Species_10,1102238,66.29 ,2.15 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella cibaria
