ID	Species	GCA
167493	Pseudoroseicyclus tamaricis	GCA_010435925
133274	Aliiroseovarius zhejiangensis	GCA_014656375
134212	Pseudoruegeria aquimaris	GCA_900172235
130631	Pseudoruegeria haliotis	GCA_003003255
13833	Pseudoruegeria lutimaris	GCA_900099935
158225	Tropicimonas marinistellae	GCA_001509585
130216	Pseudoscardovia radai	GCA_002259605
23793	Pseudoscardovia suis	GCA_002259715
11292	Allopseudospirillum japonicum	GCA_900108915
8042	Pseudosporangium ferrugineum	GCA_003002065
130808	Pseudostreptobacillus hongkongensis	GCA_001559795
169259	Pseudosulfitobacter sp.	GCA_003335545
17919	Pseudoteredinibacter isoporae	GCA_011602085
17065	Pseudothermotoga elfii	GCA_000504085
17067	Pseudothermotoga hypogea	GCA_000504105
17070	Pseudothermotoga lettingae	GCA_000017865
17063	Pseudothermotoga thermarum	GCA_000217815
13736	Pseudovibrio ascidiaceicola	GCA_900114245
23228	Pseudovibrio axinellae	GCA_001623255
13737	Pseudovibrio denitrificans	GCA_001310815
13683	Pseudovibrio exalbescens	GCA_000422785
170110	Pseudovibrio flavus	GCA_009711345
168984	Pseudovibrio hongkongensis	GCA_001561995
134242	Pseudovibrio japonicus	GCA_014651595
162395	Pseudovibrio sp.	GCA_001310715
141084	Pseudovibrio stylochi	GCA_001562055
17442	Pseudoxanthobacter soli	GCA_900148505
17502	Pseudoxanthomonas broegbernensis	GCA_010093165
17508	Pseudoxanthomonas daejeonensis	GCA_010093205
17511	Pseudoxanthomonas dokdonensis	GCA_001431405
167569	Pseudoxanthomonas gei	GCA_010119615
24680	Pseudoxanthomonas indica	GCA_014635165
17505	Pseudoxanthomonas japonensis	GCA_010093445
17509	Pseudoxanthomonas kalamensis	GCA_010211745
17507	Pseudoxanthomonas kaohsiungensis	GCA_010211765
134100	Pseudoxanthomonas koreensis	GCA_010093225
17504	Pseudoxanthomonas mexicana	GCA_010093385
17514	Pseudoxanthomonas sacheonensis	GCA_010093305
131424	Pseudoxanthomonas sangjuensis	GCA_010211755
130779	Pseudoxanthomonas jiangsuensis	GCA_010093185
131913	Pseudoxanthomonas sp.	GCA_001427585
131914	Pseudoxanthomonas sp.	GCA_001427635
17512	Pseudoxanthomonas spadix	GCA_003703395
24679	Pseudoxanthomonas spadix	GCA_000233915
17506	Pseudoxanthomonas suwonensis	GCA_010093235
17510	Pseudoxanthomonas taiwanensis	GCA_010093135
166601	Pseudoxanthomonas winnipegensis	GCA_004283755
130781	Pseudoxanthomonas wuyuanensis	GCA_010093325
17513	Pseudoxanthomonas yeongjuensis	GCA_010093345
23028	Pseudozobellia thermophila	GCA_900141855
166433	Psittacicella gerlachiana	GCA_003585965
160776	Psittacicella hinzii	GCA_003585935
166434	Psittacicella melopsittaci	GCA_003585925
5784	Psychrilyobacter atlanticus	GCA_000426625
168237	Psychrobacillus glaciei	GCA_008973485
158270	Psychrobacillus lasiicapitis	GCA_006861795
1566	Psychrobacillus psychrodurans	GCA_027563345
1567	Psychrobacillus psychrodurans	GCA_027563335
1568	Psychrobacillus psychrotolerans	GCA_900115805
168671	Psychrobacillus soli	GCA_006861775
159194	Psychrobacillus sp.	GCA_012843435
8196	Psychrobacter aquimaris	GCA_016107525
8203	Psychrobacter arcticus	GCA_000012305
8207	Psychrobacter celer	GCA_016107555
8194	Psychrobacter cibarius	GCA_016107535
168133	Psychrobacter coccoides	GCA_017498085
169780	Psychrobacter communis	GCA_014836505
8202	Psychrobacter cryohalolentis	GCA_000013905
8184	Psychrobacter faecalis	GCA_016107575
8180	Psychrobacter frigidicola	GCA_007997305
139044	Psychrobacter glaciei	GCA_014652895
8179	Psychrobacter glacincola	GCA_904846215
168134	Psychrobacter halodurans	GCA_017498075
8176	Psychrobacter immobilis	GCA_003148585
8208	Psychrobacter lutiphocae	GCA_000382145
8201	Psychrobacter namhaensis	GCA_016107545
8205	Psychrobacter pacificensis	GCA_900101915
8177	Psychrobacter phenylpyruvicus	GCA_000685805
168046	Psychrobacter pygoscelis	GCA_004335015
162327	Psychrobacter sp.	GCA_000586415
162328	Psychrobacter sp.	GCA_000586435
162329	Psychrobacter sp.	GCA_000586455
162330	Psychrobacter sp.	GCA_000586475
162893	Psychrobacter sp.	GCA_904846605
8186	Psychrobacter submarinus	GCA_904846685
8178	Psychrobacter urativorans	GCA_904846695
167083	Psychroflexus aurantiacus	GCA_010820555
170198	Psychroflexus curvus	GCA_020164585
5630	Psychroflexus halocasei	GCA_900107595
161741	Psychroflexus lacisalsi	GCA_020164495
170199	Psychroflexus longus	GCA_020164595
166337	Psychroflexus maritimus	GCA_011089875
170200	Psychroflexus montanilacus	GCA_020164535
141091	Psychroflexus planctonicus	GCA_014640195
130328	Psychroflexus salarius	GCA_900129035
141092	Psychroflexus salis	GCA_014640175
23019	Psychroflexus sediminis	GCA_900099815
168786	Psychroflexus torquis	GCA_000153485
5629	Psychroflexus tropicus	GCA_000378765
159836	Psychromicrobium lacuslunae	GCA_000950575
133081	Psychromicrobium silvestre	GCA_013408295
13518	Psychromonas antarctica	GCA_022267535
134357	Psychromonas aquimarina	GCA_000428725
13520	Psychromonas arctica	GCA_000482725
134244	Psychromonas hadalis	GCA_000420245
131084	Psychromonas ingrahamii	GCA_000015285
5631	Psychroserpens burtonensis	GCA_000425305
133850	Psychroserpens damuponensis	GCA_000826655
163747	Psychroserpens jangbogonensis	GCA_000797465
134187	Psychroserpens mesophilus	GCA_000826645
169729	Psychroserpens sp.	GCA_000799465
168071	Psychrosphaera saromensis	GCA_002954545
167840	Psychrosphaera ytuae	GCA_017638545
166846	Puerhibacterium puerhi	GCA_009846865
159736	Pueribacillus theae	GCA_003097615
141170	Puia dinghuensis	GCA_014642875
166316	Pukyongia salina	GCA_002966125
133210	Pullulanibacillus camelliae	GCA_014642655
131362	Pullulanibacillus pueri	GCA_014639255
166528	Pulveribacter suum	GCA_003013695
160707	Puniceibacterium antarcticum	GCA_002760615
140731	Puniceibacterium confluentis	GCA_007923445
131343	Puniceibacterium sediminis	GCA_900188035
17650	Puniceicoccus vermicola	GCA_014230055
169510	Pusillibacter faecalis	GCA_018408705
158222	Pusillimonas caeni	GCA_003545815
364	Allopusillimonas ginsengisoli	GCA_004153455
365	Pusillimonas harenae	GCA_004153685
169884	Neopusillimonas maritima	GCA_003576595
169882	Pusillimonas minor	GCA_014237865
362	Pusillimonas noertemannii	GCA_003096595
363	Pusillimonas soli	GCA_004153445
133037	Pusillimonas sp.	GCA_000209655
166456	Pusillimonas thiosulfatoxidans	GCA_004022565
133960	Pustulibacterium marinum	GCA_900116665
164456	Puteibacter caeruleilacunae	GCA_005217565
167089	Putridiphycobacter roseus	GCA_003234935
17785	Pyramidobacter piscolens	GCA_000177335
159445	Pyramidobacter porci	GCA_009695745
24774	Pyrinomonas methylaliphatogenes	GCA_000820845
17026	Pyrobaculum aerophilum	GCA_000007225
17028	Pyrobaculum arsenaticum	GCA_000016385
17029	Pyrobaculum calidifontis	GCA_000015805
130743	Pyrobaculum ferrireducens	GCA_000234805
17024	Pyrobaculum islandicum	GCA_000015205
17030	Pyrobaculum neutrophilum	GCA_000019805
17027	Pyrobaculum oguniense	GCA_000247545
162185	Pyrococcus abyssi	GCA_000195935
16854	Pyrococcus furiosus	GCA_000007305
16857	Pyrococcus horikoshii	GCA_000011105
132578	Pyrococcus kukulkanii	GCA_001577775
139929	Pyrococcus sp.	GCA_000263735
161812	Pyrococcus yayanosii	GCA_000215995
132610	Pyrodictium delaneyi	GCA_001412615
13526	Pyrodictium occultum	GCA_001462395
13523	Pyrolobus fumarii	GCA_000223395
158527	Pyruvatibacter mobilis	GCA_009910475
170938	Pyxidicoccus caerfyrddinensis	GCA_010894405
10169	Pyxidicoccus fallax	GCA_012933655
166565	Pyxidicoccus trucidator	GCA_010894435
166633	Qingshengfaniella alkalisoli	GCA_007855645
169716	Qipengyuania pacifica	GCA_019857205
163731	Qipengyuania sediminis	GCA_004358425
6329	Quadrisphaera granulorum	GCA_003149145
169789	Quadrisphaera setariae	GCA_008041935
130789	Quadrisphaera sp.	GCA_900101335
141111	Quisquiliibacterium transsilvanicum	GCA_014202215
164588	Radiobacillus deserti	GCA_007301515
166374	Rahnella aceris	GCA_011684115
5093	Rahnella aquatilis	GCA_000241955
168288	Rahnella bonaserana	GCA_019049675
132221	Rahnella bruchi	GCA_003614975
167184	Rahnella contaminans	GCA_011065485
168272	Rahnella ecdela	GCA_019049625
5095	Rahnella inusitata	GCA_003263515
167207	Rahnella laticis	GCA_015644585
168273	Rahnella rivi	GCA_019049655
139619	Rahnella variigena	GCA_003602185
132220	Rahnella victoriana	GCA_004330295
132222	Rahnella woolbedingensis	GCA_003602095
158700	Raineya orbicola	GCA_002843425
133021	Raineyella antarctica	GCA_900092135
159696	Raineyella fluvialis	GCA_009646095
2089	Ralstonia insidiosa	GCA_008801405
135388	Ralstonia insidiosa	GCA_001663855
2088	Ralstonia mannitolilytica	GCA_905397375
141488	Ralstonia mannitolilytica	GCA_900455685
2085	Ralstonia pickettii	GCA_000743455
167662	Ralstonia pseudosolanacearum	GCA_015910955
2083	Ralstonia solanacearum	GCA_000285815
142729	Ralstonia solanacearum	GCA_015910695
2086	Ralstonia syzygii	GCA_919592095
169994	Ramlibacter agri	GCA_012927085
168023	Ramlibacter algicola	GCA_016641735
141112	Ramlibacter alkalitolerans	GCA_016722765
159427	Ramlibacter aquaticus	GCA_015159745
2988	Ramlibacter henchirensis	GCA_004682015
166265	Ramlibacter humi	GCA_004681975
170921	Ramlibacter lithotrophicus	GCA_012184415
141113	Ramlibacter monticola	GCA_016722785
167250	Ramlibacter pinisoli	GCA_009758015
141048	Ramlibacter rhizophilus	GCA_004681965
2987	Ramlibacter tataouinensis	GCA_000215705
132164	Klebsiella electrica	GCA_006711645
5102	Klebsiella ornithinolytica	GCA_001598295
5097	Klebsiella planticola	GCA_000735435
5096	Klebsiella planticola	GCA_004345285
154664	Klebsiella planticola	GCA_900455785
5099	Klebsiella terrigena	GCA_006539725
160157	Raoultibacter massiliensis	GCA_900199545
13529	Rarobacter faecitabidus	GCA_006716265
13531	Rarobacter incanus	GCA_006715765
7486	Rathayibacter caricis	GCA_003044275
7487	Rathayibacter festucae	GCA_004011135
7484	Rathayibacter iranicus	GCA_002933035
7482	Rathayibacter rathayi	GCA_004011095
132304	Rathayibacter sp.	GCA_001423005
132305	Rathayibacter sp.	GCA_001423045
132306	Rathayibacter sp.	GCA_920939495
132307	Rathayibacter sp.	GCA_001423885
132308	Rathayibacter sp.	GCA_001423055
7483	Rathayibacter toxicus	GCA_000425325
7485	Rathayibacter tritici	GCA_002932875
24684	Rehaibacterium terrae	GCA_014202935
5470	Reichenbachiella agariperforans	GCA_900142205
5471	Reichenbachiella faecimaris	GCA_900176375
159843	Reichenbachiella versicolor	GCA_003171675
11293	Reinekea marinisedimentorum	GCA_004341165
166392	Reinekea thalattae	GCA_008041945
7774	Renibacterium salmoninarum	GCA_000018885
167496	Reticulibacter mediterranei	GCA_016587455
140732	Reyranella aquatilis	GCA_020880995
17881	Reyranella massiliensis	GCA_000312425
133909	Reyranella soli	GCA_007992495
132963	Rhabdobacter roseus	GCA_014202275
2453	Rhabdochromatium marinum	GCA_016583795
169865	Rhabdothermincola salaria	GCA_021246445
2460	Rheinheimera aquimaris	GCA_020531985
2454	Rheinheimera baltica	GCA_000425345
168296	Rheinheimera hassiensis	GCA_022436675
133764	Rheinheimera longhuensis	GCA_014653435
168415	Rheinheimera lutimaris	GCA_013283795
167095	Rheinheimera mangrovi	GCA_003990335
170048	Rheinheimera maricola	GCA_016918075
140034	Rheinheimera nanhaiensis	GCA_000296695
2457	Rheinheimera pacifica	GCA_900108485
2458	Arsukibacterium perlucidum	GCA_000382165
163799	Rheinheimera pleomorphica	GCA_011634895
167372	Rheinheimera riviphila	GCA_004005945
158757	Rheinheimera salexigens	GCA_001752395
2462	Rheinheimera tangshanensis	GCA_008017875
2456	Rheinheimera texasensis	GCA_000711985
162449	Arsukibacterium tuosuense	GCA_900215315
168636	Piscinibacter gummiphilus	GCA_002116905
132314	Rhizobacter sp.	GCA_001424785
132315	Rhizobacter sp.	GCA_001425865
168943	Rhizobium aethiopicum	GCA_900094625
133176	Rhizobium altiplani	GCA_001542405
167736	Rhizobium anhuiense	GCA_003985145
132978	Mycoplana azooxidifex	GCA_014196765
132244	Rhizobium bangladeshense	GCA_017357245
132245	Rhizobium binae	GCA_017357225
166634	Rhizobium changzhiense	GCA_013087625
166529	Rhizobium chutanense	GCA_002531935
13630	Rhizobium daejeonense	GCA_011045155
166117	Neorhizobium deserti	GCA_004358025
159896	Rhizobium dioscoreae	GCA_009176305
132925	Pseudorhizobium endolithicum	GCA_902153245
13625	Rhizobium etli	GCA_000092045
13633	Rhizobium pisi	GCA_003985135
133217	Rhizobium favelukesii	GCA_000577275
131285	Pseudorhizobium flavum	GCA_002000045
166106	Peteryoungia glycinendophyticum	GCA_006443685
13627	Rhizobium hainanense	GCA_900094555
13648	Rhizobium halophytocola	GCA_017873095
133097	Pseudorhizobium halotolerans	GCA_902153235
167023	Rhizobium hidalgonense	GCA_002531855
170906	Rhizobium indicum	GCA_005862305
136926	Rhizobium indigoferae	GCA_013087605
140867	Rhizobium ipomoeae	GCA_004912165
130600	Rhizobium laguerreae	GCA_002008165
138443	Rhizobium leguminosarum	GCA_014202125
13593	Rhizobium leguminosarum	GCA_003290405
13602	Rhizobium leguminosarum	GCA_014138565
132243	Rhizobium lentis	GCA_017352135
158194	Pseudorhizobium marinum	GCA_000705355
131342	Rhizobium metallidurans	GCA_014196505
134342	Rhizobium miluonense	GCA_900094545
13635	Rhizobium multihospitium	GCA_900094585
167333	Rhizobium naphthalenivorans	GCA_007992095
24484	Neorhizobium petrolearium	GCA_017873175
13609	Rhizobium phaseoli	GCA_003985125
13636	Rhizobium pisi	GCA_003938655
163010	Agrobacterium radiobacter	GCA_001649535
163012	Agrobacterium radiobacter	GCA_900012625
163046	Agrobacterium radiobacter	GCA_900012585
13571	Rhizobium rhizogenes	GCA_000696095
136344	Rhizobium rhizogenes	GCA_000705135
160173	Rhizobium rhizophilum	GCA_004912145
130601	Rhizobium rhizoryzae	GCA_011046895
13642	Rhizobium rosettiformans	GCA_004912135
167241	Rhizobium ruizarguesonis	GCA_012349115
131307	Rhizobium smilacinae	GCA_006335145
130595	Rhizobium sp.	GCA_902502775
132788	Rhizobium sp.	GCA_001429075
132789	Rhizobium sp.	GCA_001429725
132790	Rhizobium sp.	GCA_001424945
132791	Rhizobium sp.	GCA_001424965
132792	Rhizobium sp.	GCA_001425145
132793	Rhizobium sp.	GCA_001426665
132794	Rhizobium sp.	GCA_001427345
132795	Rhizobium sp.	GCA_001429245
132797	Rhizobium sp.	GCA_001426565
132798	Rhizobium sp.	GCA_001426685
132799	Rhizobium sp.	GCA_001427205
132800	Rhizobium sp.	GCA_001427405
132801	Rhizobium sp.	GCA_001427625
132802	Rhizobium sp.	GCA_001425605
132803	Rhizobium sp.	GCA_001422245
132804	Rhizobium sp.	GCA_001423445
132805	Rhizobium sp.	GCA_001423215
132806	Rhizobium sp.	GCA_001424505
132807	Rhizobium sp.	GCA_001424085
132808	Rhizobium sp.	GCA_001424065
132809	Rhizobium sp.	GCA_001425345
132810	Rhizobium sp.	GCA_001424045
132811	Rhizobium sp.	GCA_001424325
132812	Rhizobium sp.	GCA_001423425
132813	Rhizobium sp.	GCA_001421235
132814	Rhizobium sp.	GCA_001424245
132816	Rhizobium sp.	GCA_001421985
159039	Rhizobium sp.	GCA_902153285
160165	Rhizobium sp.	GCA_004342335
160167	Rhizobium sp.	GCA_902502895
160168	Pseudorhizobium banfieldiae	GCA_000967425
166317	Rhizobium terrae	GCA_003425685
13637	Rhizobium tibeticum	GCA_900108425
13624	Rhizobium tropici	GCA_000330885
13639	Rhizobium tubonense	GCA_003240585
160803	Rhizobium tumorigenes	GCA_003240565
13646	Rhizobium vallis	GCA_003985155
7573	Rhizobium viscosum	GCA_014873945
140985	Rhizobium wenxiniae	GCA_014201355
159888	Rhizobium wuzhouense	GCA_003205195
24218	Rhizocola hellebori	GCA_016862955
17878	Rhizomicrobium electricum	GCA_011762045
17877	Rhizomicrobium palustre	GCA_011761565
140624	Rhizorhabdus dicambivorans	GCA_002355275
166830	Rhizorhabdus phycosphaerae	GCA_011044255
14228	Rhizorhabdus wittichii	GCA_000016765
14222	Rhizorhapis suberifaciens	GCA_014200045
17525	Rhodanobacter denitrificans	GCA_000230695
17526	Rhodanobacter denitrificans	GCA_000264355
132171	Rhodanobacter glycinis	GCA_900114325
131117	Rhodanobacter lindaniclasticus	GCA_004799035
17524	Rhodanobacter panaciterrae	GCA_014651895
132113	Rhodanobacter sp.	GCA_001428465
132114	Rhodanobacter sp.	GCA_001426645
132115	Rhodanobacter sp.	GCA_001427365
132116	Rhodanobacter sp.	GCA_001427835
166096	Rhodanobacter sp.	GCA_018101315
17515	Rhodanobacter spathiphylli	GCA_000264295
17518	Rhodanobacter thiooxydans	GCA_000264375
13828	Rhodobaca barguzinensis	GCA_004365885
13827	Rhodobaca bogoriensis	GCA_004366635
13823	Rhodobacter aestuarii	GCA_003053525
168420	Rhodobacter amnigenus	GCA_009908265
135947	Fuscovulum blasticum	GCA_003034965
13806	Rhodobacter capsulatus	GCA_003254295
13805	Rhodobacter capsulatus	GCA_029277405
168385	Rhodobacter flagellatus	GCA_008271465
13825	Cereibacter johrii	GCA_001720585
134339	Rhodobacter maris	GCA_900217815
13824	Rhodobacter megalophilus	GCA_900188265
134337	Cereibacter ovatus	GCA_900207575
168425	Rhodobacter ruber	GCA_009908315
168411	Rhodobacter sediminicola	GCA_007668225
166680	Rhodobacter tardus	GCA_009925085
13821	Phaeovulum veldkampii	GCA_003034995
13822	Phaeovulum vinaykumarii	GCA_900156695
133800	Rhodobacter viridis	GCA_003217355
166318	Rhodobacter xinxiangensis	GCA_004959935
167470	Rhodobaculum claviforme	GCA_016653255
13872	Rhodobium gokarnense	GCA_025961475
13870	Rhodobium orientis	GCA_003258835
1798	Rhodoblastus acidophilus	GCA_002937135
1799	Rhodoblastus acidophilus	GCA_009720655
1801	Rhodoblastus sphagnicola	GCA_002937075
167770	Rhodocaloribacter litoris	GCA_011682235
11035	Rhodococcus aetherivorans	GCA_009176285
132252	Rhodococcus agglutinans	GCA_004011865
162300	Rhodococcus erythropolis	GCA_001311605
132205	Rhodococcus pyridinivorans	GCA_003288095
160072	Rhodococcus cavernicola	GCA_008297975
10836	Rhodococcus coprophilus	GCA_001895045
10832	Rhodococcus corynebacterioides	GCA_001646675
24244	Rhodococcus defluvii	GCA_000738775
10866	Rhodococcus erythropolis	GCA_001552595
10865	Rhodococcus erythropolis	GCA_000454045
10870	Rhodococcus erythropolis	GCA_000469645
137088	Rhodococcus erythropolis	GCA_024349805
139773	Rhodococcus erythropolis	GCA_002303875
157817	Rhodococcus erythropolis	GCA_000975175
166074	Rhodococcus erythropolis	GCA_001312725
166075	Rhodococcus erythropolis	GCA_001313245
166076	Rhodococcus erythropolis	GCA_001312745
10883	Rhodococcus fascians	GCA_000761055
10991	Rhodococcus globerulus	GCA_001894805
11033	Rhodococcus gordoniae	GCA_001646655
10842	Rhodococcus hoagii	GCA_001646645
145183	Rhodococcus hoagii	GCA_000164155
11044	Rhodococcus opacus	GCA_000260815
11034	Rhodococcus jostii	GCA_001894825
11027	Rhodococcus koreensis	GCA_001313625
11041	Rhodococcus kroppenstedtii	GCA_001646725
11045	Rhodococcus kyotonensis	GCA_900188125
11031	Rhodococcus maanshanensis	GCA_001894865
10892	Rhodococcus marinonascens	GCA_001894885
10998	Rhodococcus opacus	GCA_001646735
11003	Rhodococcus opacus	GCA_001313505
11007	Rhodococcus opacus	GCA_003626495
160415	Rhodococcus opacus	GCA_001685605
160315	Rhodococcus oryzae	GCA_005049235
169824	Rhodococcus oxybenzonivorans	GCA_003130705
11026	Rhodococcus opacus	GCA_014138705
11042	Rhodococcus phenolicus	GCA_001313425
11029	Rhodococcus pyridinivorans	GCA_001313645
11046	Rhodococcus erythropolis	GCA_001313445
11047	Rhodococcus erythropolis	GCA_002893965
10893	Rhodococcus rhodnii	GCA_000720375
10908	Rhodococcus rhodochrous	GCA_001047055
169282	Rhodococcus rhodochrous	GCA_015351415
10927	Rhodococcus ruber	GCA_001646835
10942	Rhodococcus ruber	GCA_021852985
10955	Rhodococcus ruber	GCA_000347955
131918	Rhodococcus sp.	GCA_001426185
131919	Rhodococcus sp.	GCA_001426085
131920	Rhodococcus sp.	GCA_001426065
131921	Rhodococcus sp.	GCA_001425985
131922	Rhodococcus sp.	GCA_001426165
131923	Rhodococcus sp.	GCA_001426145
165425	Rhodococcus sp.	GCA_000747745
166060	Rhodococcus sp.	GCA_001312925
166062	Rhodococcus sp.	GCA_001312645
166064	Rhodococcus sp.	GCA_001312665
169285	Rhodococcus sp.	GCA_004006015
160318	Rhodococcus spelaei	GCA_006704125
160436	Rhodococcus spongiicola	GCA_004011835
158522	Rhodococcus subtropicus	GCA_005434945
11039	Rhodococcus triatomae	GCA_001894965
11040	Rhodococcus triatomae	GCA_014217765
23160	Rhodococcus trifolii	GCA_014635345
11037	Rhodococcus tukisamuensis	GCA_001894985
11023	Rhodococcus wratislaviensis	GCA_000583735
160428	Rhodococcus xishaensis	GCA_004011825
169823	Rhodococcus yananensis	GCA_020515525
134108	Rhodococcus yunnanensis	GCA_001895005
11024	Rhodococcus zopfii	GCA_001313705
13927	Rhodocyclus gracilis	GCA_009617575
13925	Rhodocyclus purpureus	GCA_016653115
13926	Rhodocyclus tenuis	GCA_009469755
13928	Rhizobium aggregatum	GCA_009646355
13929	Pararhizobium capsulatum	GCA_011881425
166362	Rhodocytophaga rosea	GCA_010119975
23871	Rhodoferax antarcticus	GCA_001938565
162417	Rhodoferax aquaticus	GCA_006974105
166273	Rhodoferax bucti	GCA_005876985
2989	Rhodoferax fermentans	GCA_002017865
164063	Rhodoferax koreense	GCA_001955695
166229	Rhodoferax lacus	GCA_003415675
23872	Rhodoferax saidenbachensis	GCA_000498435
164324	Rhodoferax sediminis	GCA_006970865
169459	Rhodoferax sp.	GCA_019973615
7495	Rhodoglobus vestalii	GCA_006788895
158667	Rhodohalobacter barkolensis	GCA_002834295
133122	Rhodohalobacter halophilus	GCA_001715195
13879	Rhodoligotrophos appendicifer	GCA_007474605
166282	Rhodoligotrophos defluvii	GCA_005281615
131295	Rhodoluna lacicola	GCA_000699505
159679	Rhodoluna limnophila	GCA_005845365
159678	Rhodoluna limnophila	GCA_005845345
159680	Rhodoluna limnophila	GCA_005845385
164416	Rhodoluna planktonica	GCA_001854225
167834	Rhodomicrobium lacus	GCA_003992725
133915	Rhodomicrobium udaipurense	GCA_000636015
6194	Rhodomicrobium vannielii	GCA_000166055
3831	Rhodonellum ikkaensis	GCA_900107465
3832	Rhodonellum psychrophilum	GCA_000381545
164090	Rhodophyticola porphyridii	GCA_003688285
59	Rhodopila globiformis	GCA_002937115
11942	Rhodopirellula baltica	GCA_000196115
24315	Rhodopirellula baltica	GCA_000304635
24316	Rhodopirellula baltica	GCA_000330745
24317	Rhodopirellula baltica	GCA_000195185
166393	Rhodopirellula heiligendammensis	GCA_007860105
131385	Rhodopirellula islandica	GCA_001027925
166394	Rhodopirellula pilleata	GCA_007859915
130536	Rhodopirellula rubra	GCA_014192335
166395	Rhodopirellula solitaria	GCA_007859855
24323	Rhodopirellula europaea	GCA_000338295
24326	Aporhodopirellula sallentina	GCA_000346505
24325	Rhodopirellula gimesia	GCA_000346425
6189	Rhodoplanes elegans	GCA_003258805
6191	Rhodoplanes serenus	GCA_003258855
6187	Rhodoplanes roseus	GCA_003258865
1825	Rhodoplanes tepidamans	GCA_028550555
138540	Rhodopseudomonas faecalis	GCA_003217325
1822	Rhodopseudomonas palustris	GCA_003547145
169288	Rhodopseudomonas palustris	GCA_002937155
133803	Rhodopseudomonas pentothenatexigens	GCA_003385925
1828	Rhodopseudomonas pseudopalustris	GCA_900110435
1827	Rhodopseudomonas rhenobacensis	GCA_014203125
161514	Rhodopseudomonas sp.	GCA_000333455
133804	Rhodopseudomonas thermotolerans	GCA_003387125
166225	Rhodosalinus halophilus	GCA_003298775
141161	Rhodosalinus sediminis	GCA_003385555
168902	Rhodospira trueperi	GCA_900101965
14005	Rhodospirillum rubrum	GCA_000013085
14007	Rhodospirillum rubrum	GCA_016583945
14008	Rhodospirillum rubrum	GCA_016583925
13738	Rhodothalassium salexigens	GCA_004341375
168203	Rhodothermus bifroesti	GCA_017908595
17792	Rhodothermus marinus	GCA_000024845
17794	Rhodothermus marinus	GCA_001312245
164442	Rhodothermus marinus	GCA_009936255
164443	Rhodothermus marinus	GCA_009936275
17795	Rhodothermus profundi	GCA_900142415
167224	Rhodovarius crocodyli	GCA_004005855
131146	Rhodovarius lipocyclicus	GCA_009900765
133040	Rhodovastum atsumiense	GCA_008630155
13958	Rhodovibrio salinarum	GCA_000515255
13959	Rhodovibrio sodomensis	GCA_016583645
13739	Rhodovulum adriaticum	GCA_004345735
13752	Rhodovulum bhavnagarense	GCA_004343505
13740	Rhodovulum euryhalinum	GCA_004342445
13748	Rhodovulum imhoffii	GCA_003046545
13750	Rhodovulum kholense	GCA_003053725
13747	Rhodovulum marinum	GCA_004343075
13746	Rhodovulum robiginosum	GCA_003944755
13751	Rhodovulum steppense	GCA_004339675
13743	Rhodovulum strictum	GCA_009649175
13741	Rhodovulum sulfidophilum	GCA_001548075
133763	Rhodovulum tesquicola	GCA_024128855
167482	Rhodovulum viride	GCA_003265965
133212	Rickettsia asembonensis	GCA_000828125
166570	Rickettsia conorii subsp. heilongjiangensis	GCA_000221205
167413	Rickettsia conorii subsp. israelensis	GCA_000263815
157747	Rickettsia fournieri	GCA_900243065
140720	Rickettsia gravesii	GCA_000485845
168688	Rickettsia honei	GCA_000263055
14028	Rickettsia hoogstraalii	GCA_000825685
168207	Rickettsia japonica	GCA_000283595
24535	Rickettsia monacensis	GCA_000499665
168019	Rickettsia prowazekii	GCA_000367405
134245	Rickettsia conorii subsp. raoultii	GCA_000940955
134183	Rickettsia tamurae	GCA_000751075
168249	Rickettsia typhi	GCA_000008045
5632	Riemerella anatipestifera	GCA_000183155
144449	Riemerella anatipestifera	GCA_009663575
144450	Riemerella anatipestifera	GCA_009663585
144453	Riemerella anatipestifera	GCA_009663555
144454	Riemerella anatipestifera	GCA_009663565
144457	Riemerella anatipestifera	GCA_009663475
144459	Riemerella anatipestifera	GCA_017614925
144465	Riemerella anatipestifera	GCA_009663465
144466	Riemerella anatipestifera	GCA_009663455
5633	Riemerella columbina	GCA_000374405
5634	Riemerella columbipharyngis	GCA_900101995
14034	Rikenella microfusus	GCA_000427365
132524	Risungbinella massiliensis	GCA_000942395
17959	Rivibacter subsaxonicus	GCA_004217215
130470	Rivihabitans pingtungensis	GCA_003201855
1935	Robbsia andropogonis	GCA_000970345
162263	Robertkochia marina	GCA_004799345
168485	Robertkochia sediminum	GCA_016786255
168344	Robertkochia solimangrovi	GCA_007279655
22923	Robertmurraya kyonggiensis	GCA_005116465
22927	Robertmurraya massiliosenegalensis	GCA_000311725
1194	Robertmurraya siralis	GCA_005502275
5638	Robiginitalea myxolifaciens	GCA_900115205
167671	Robiginitalea sediminis	GCA_002198115
6224	Robiginitomaculum antarcticum	GCA_000365025
158143	Robinsoniella peoriensis	GCA_005519995
167714	Rodentibacter haemolyticus	GCA_015356115
140302	Rodentibacter heidelbergensis	GCA_002000125
140609	Rodentibacter heylii	GCA_001019715
140305	Rodentibacter mrazii	GCA_001998825
140610	Rodentibacter myodis	GCA_001999305
11739	Rodentibacter pneumotropicus	GCA_000379905
140304	Rodentibacter rarus	GCA_001998965
140301	Rodentibacter ratti	GCA_002000485
