mag_id,substrate,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,group,study_catalog
KumarJ_2019__SRS4562500__bin.13,legumes,93.37016575,3.810966554,179,3105032,31.69,40043,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus_lentus,Firmicutes,Carlino2024
KumarJ_2019__SRS4562501__bin.6,legumes,96.88706707,3.867403315,54,2918376,31.77,128860,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus_lentus,Firmicutes,Carlino2024
XieM_2019__SAMC044639__bin.32,legumes,97.32240437,1.879781421,45,4586097,55.4,171552,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea_agglomerans,Proteobacteria,Carlino2024
MASTER_WP4_UNINA_2__G-18__bin.3,fruits_and_vegetables,95.08771192,3.458271237,690,3934764,56.24,7259,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea_agglomerans,Proteobacteria,Carlino2024
MASTER_WP4_UNINA_2__G-19__bin.6,fruits_and_vegetables,95.63016326,2.536718884,682,3882601,56.1,6901,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea_agglomerans,Proteobacteria,Carlino2024
XieM_2019__SAMC044639__bin.20,legumes,98.85124611,0,30,3570483,67.07,243268,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_unclassified,Aquabacterium,Aquabacterium_commune,Proteobacteria,Carlino2024
XieM_2019__SAMC044639__bin.22,legumes,94.03224362,1.16353187,485,3835943,67.44,11258,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_sp_JAI102,Proteobacteria,Carlino2024
XieM_2019__SAMC044639__bin.3,legumes,91.65644172,4.447852761,70,1441878,41.2,32033,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_viridescens,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-25.1__bin.1,dairy,99.38650307,0,25,1654339,40.86,155042,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_viridescens,Firmicutes,Carlino2024
XieM_2019__SAMC044639__bin.9,legumes,97.39577099,0.228528912,70,4419635,55.94,106449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter_cloacae,Proteobacteria,Carlino2024
LeechJ_xxxx__AF68__bin.3,fermented_beverages,97.2826087,2.581521739,150,2680039,43.59,37620,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus_vaccinostercus,Firmicutes,Carlino2024
LeechJ_xxxx__AF68__bin.13,fermented_beverages,98.03664921,2.137870855,195,1751919,40.08,17295,Bacteria,Firmicutes,CFGB67099,OFGB67099,FGB67099,GGB71235,GGB71235_SGB96974,Firmicutes,Carlino2024
LeechJ_xxxx__AF04__bin.1,fermented_tubers_and_roots,92.09592974,2.137870855,260,1440569,40.34,7305,Bacteria,Firmicutes,CFGB67099,OFGB67099,FGB67099,GGB71235,GGB71235_SGB96974,Firmicutes,Carlino2024
LeechJ_xxxx__AF68__bin.1,fermented_beverages,90.78616352,1.608845608,428,1863661,38.55,5049,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_hircilactis,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398265__bin.4,legumes,95.09849532,1.759255042,352,3567959,46.82,13870,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398266__bin.3,legumes,98.10317437,1.463618776,357,3915047,46.36,17294,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398267__bin.4,legumes,96.87398337,2.154971397,318,3664239,46.68,17338,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398268__bin.5,legumes,96.60151032,2.316383764,385,3861666,46.38,15830,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,Firmicutes,Carlino2024
SulaimanJ_2014__SRS398269__bin.3,legumes,97.90149906,0.785561687,312,3685336,46.68,17425,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__C07-19__bin.17,meat,94.73684211,4.051036683,580,3507581,47.17,8081,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,Firmicutes,Carlino2024
LeechJ_xxxx__AF47__bin.3,seed,94.21784023,2.494481711,485,3482303,43.78,9685,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF48__bin.8,seed,93.59481004,3.349343713,517,3390581,44.22,8880,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF58__bin.6,seed,90.99318455,1.442495181,425,3223890,44.1,10443,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF83__bin.8,seed,96.44184811,0.82893414,159,3542449,43.97,39779,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF24__bin.9,seed,97.28983945,2.076406911,173,3498014,44.1,31993,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF57__bin.6,fermented_tubers_and_roots,98.41432757,0.941759603,197,3619446,43.87,28525,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF80__bin.3,seed,92.653567,0.36086638,177,3352014,44.13,31547,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,Firmicutes,Carlino2024
LeechJ_xxxx__AF25__bin.5,fermented_tubers_and_roots,97.8125,0.3125,7,1293562,33.14,257518,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,GGB71223,GGB71223_SGB96962,Firmicutes,Carlino2024
PatroJN_2016__SRS1044731__bin.7,probiotics,94.37172775,0,49,1601266,32.35,49594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus_salivarius,Firmicutes,Carlino2024
YulandiA_2020__SRS6115052__bin.11,legumes,93.84816754,1.439790576,176,1578394,42.3,14509,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus_agilis,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA011_73417__bin.5,dairy,96.01449275,0,99,2475300,48.16,38821,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__T-24.1__bin.8,dairy,93.65118577,0.634057971,84,2299085,48.33,42360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_60__bin.1,dairy,97.10144928,0.362318841,93,2539409,48.12,47917,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA002_73417__bin.8,dairy,93.25592885,1.557971014,127,2467137,48.21,29683,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_117__bin.11,dairy,92.87859285,1.177536232,176,2463728,48.18,21218,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_35__bin.6,dairy,97.10144928,0.362318841,96,2605790,48.01,47088,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__T-30__bin.5,dairy,97.10144928,0.362318841,93,2599728,48.03,47088,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_34__bin.9,dairy,92.93478261,0.27526821,102,2386161,48.14,38832,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__T-29__bin.4,dairy,97.73550725,0.362318841,105,2656279,47.91,42698,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus_casei,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__SF013_71775__bin.19,meat,98.27586207,2.507836991,236,2646413,64.28,16555,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria_SGB69238,Actinobacteria,Carlino2024
WolfeBE_2014__575_CabotClothbound__bin.2,dairy,99.00662252,0,55,2778353,64.15,119766,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria_SGB69238,Actinobacteria,Carlino2024
DeFilippisF_xxxx__DS_55__bin.8,meat,98.34254144,1.104972376,56,2337495,34.59,82739,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_carnosus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_108__bin.7,meat,98.89502762,1.104972376,56,2560814,34.36,75355,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_carnosus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_107__bin.12,meat,98.89502762,1.38121547,17,2552655,34.47,618498,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_carnosus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_13__bin.7,meat,95.84744252,1.841620626,78,2329182,34.49,57079,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_carnosus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_80__bin.5,meat,92.53104022,2.486187845,205,2256711,34.45,15000,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_carnosus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_71__bin.1,meat,96.00732075,1.086956522,65,1770283,41.14,45308,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_93__bin.8,meat,99.37888199,1.29076087,61,1934653,41,50139,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_112__bin.9,meat,97.45792426,1.539855072,56,1764727,41.25,49369,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__F07-18__bin.10,meat,97.55434783,2.29743083,208,1821225,41.1,13302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q04-27__bin.4,dairy,92.62213651,3.713768116,371,2392397,40.88,9062,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
MASTER_WP4_TEAGASC_1__TGS12-29__bin.10,dairy,96.42210145,0,86,1866350,41.12,30925,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_67__bin.7,dairy,91.43033597,4.705615942,263,1942268,41,9146,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_20__bin.5,meat,98.91304348,0,21,1797787,41.18,126862,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
LeechJ_2020__ERS3967707__bin.10,grains,93.75,1.358695652,76,1893979,40.91,48673,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_49__bin.2,meat,91.78360063,3.853754941,285,1920130,41.21,9492,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_27__bin.1,meat,91.55709444,3.4914361,293,1841947,41.12,7893,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
FerrocinoI_2018__SRS1779555__bin.3,meat,96.37681159,1.902173913,136,1885515,41.11,19331,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__C05-16__bin.13,meat,95.03856942,1.086956522,194,1648750,41.58,10940,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__C05-17__bin.8,meat,93.47826087,1.811594203,160,1658983,41.54,14884,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__C05-18__bin.17,meat,98.91304348,0,52,1827907,41.19,44105,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__F07-19__bin.6,meat,96.55797101,2.038043478,174,1804528,41.15,17863,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_21__bin.9,meat,99.45652174,0,17,1907971,41.13,204692,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_3__bin.6,meat,98.91304348,3.147644928,167,1722919,41.32,16002,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus_sakei,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_68__bin.16,meat,98.95833333,0.227864583,27,2144340,49.57,114286,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__CM008_71775__bin.21,dairy,99.375,0.416666667,57,2204365,49.48,68639,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_101__bin.1,dairy,92.10069444,0.677083333,150,2023744,49.67,19209,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_4__bin.12,dairy,95,0.208333333,98,2027722,49.75,25911,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_5__bin.12,dairy,98.75,0.208333333,44,2192494,49.52,77518,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__FI010_71775__bin.28,meat,93.42684659,0.833333333,55,2186257,49.44,52869,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_107__bin.13,meat,96.3671875,0.208333333,54,2100246,49.38,58667,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_lindianensis,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_103__bin.15,meat,97.64611699,2.307675852,244,5193357,62.77,33632,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_juntendi,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_112__bin.2,meat,97.21335269,2.876197677,177,5236948,62.88,51903,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_juntendi,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_111__bin.1,meat,97.3818163,1.983130962,153,5191479,62.89,61473,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_juntendi,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_103__bin.18,meat,94.69324713,1.33045977,303,3862992,67.92,19142,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_112__bin.19,meat,99.28807471,0.043103448,65,4141927,67.56,91972,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_103__bin.1,meat,94.50929752,2.317383384,180,5232514,62.83,49268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_chengduensis,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_112__bin.21,meat,97.95914211,0.516528926,80,5285240,62.72,96111,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_chengduensis,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_111__bin.20,meat,97.91666667,0.949429359,78,5326291,62.73,104583,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_chengduensis,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_112__bin.5,meat,96.56320862,1.191066704,140,5639388,56.38,67585,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_michiganensis,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_103__bin.8,meat,99.38936782,1.563218391,176,4829680,66.26,45600,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_112__bin.12,meat,99.30316092,0.413793103,100,4719515,66.3,78583,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_111__bin.21,meat,98.76436782,2.75862069,84,4778766,66.33,105227,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_111__bin.11,meat,90.49711894,1.652968037,253,2668842,43.72,13773,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter_lwoffii,Proteobacteria,Carlino2024
DeFilippisF_xxxx__DS_111__bin.14,meat,98.27887167,2.148924308,194,6824205,64.3,62468,Bacteria,Cyanobacteria,Cyanobacteria_unclassified,Synechococcales,Prochlorococcaceae,GGB38896,GGB38896_SGB100199,Cyanobacteria,Carlino2024
DeFilippisF_xxxx__DS_13__bin.14,meat,95.74820789,1.268518519,175,2892688,32.45,27277,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_xylosus,Firmicutes,Carlino2024
LandisEA_2021__SRS5652995__bin.4,grains,98.125,0.78125,32,1224350,34.44,56954,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653198__bin.3,grains,99.375,0.78125,34,1244821,34.45,56800,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
CM_INJERA__injera_E1__bin.8,grains,92.75390625,0.78125,123,1081881,34.45,15641,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653047__bin.1,grains,99.375,0.625,56,1217831,34.52,33955,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653155__bin.6,grains,99.375,0.78125,49,1228165,34.42,35822,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653219__bin.1,grains,98.75,0.625,35,1178371,34.6,61512,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653248__bin.5,grains,99.375,0.625,65,1278579,34.48,31638,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653250__bin.1,grains,97.5,0.625,34,1120543,34.48,65432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653276__bin.1,grains,98.75,0.625,30,1130135,34.53,58400,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653399__bin.4,grains,99.375,0.625,37,1250734,34.53,65432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LeechJ_2020__ERS3967692__bin.2,grains,99.375,0.625,65,1268015,34.51,29759,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus_sanfranciscensis,Firmicutes,Carlino2024
LandisEA_2021__SRS5653374__bin.1,grains,99.0625,1.25,34,2669899,53.01,124860,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,GGB70100,GGB70100_SGB94450,Proteobacteria,Carlino2024
LandisEA_2021__SRS5653374__bin.3,grains,97.92475933,2.094240838,51,2551444,37.87,93055,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus_SGB94708,Firmicutes,Carlino2024
KumarJ_2019__SRS4562503__bin.5,legumes,98.89502762,1.657458564,60,2800258,32.96,93343,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_gallinarum,Firmicutes,Carlino2024
LiZ_2018__SRS2920550__bin.17,fermented_beverages,92.82945736,0.258397933,320,3202509,45.72,14436,Bacteria,Firmicutes,CFGB59155,OFGB59155,FGB59155,GGB70020,GGB70020_SGB94350,Firmicutes,Carlino2024
LiZ_2018__SRS2920551__bin.24,fermented_beverages,97.6744186,0.258397933,365,3228102,45.69,13246,Bacteria,Firmicutes,CFGB59155,OFGB59155,FGB59155,GGB70020,GGB70020_SGB94350,Firmicutes,Carlino2024
LiZ_2018__SRS2920555__bin.19,fermented_beverages,93.15245478,0.645994832,496,3060793,45.83,8012,Bacteria,Firmicutes,CFGB59155,OFGB59155,FGB59155,GGB70020,GGB70020_SGB94350,Firmicutes,Carlino2024
LiZ_2018__SRS2920550__bin.21,fermented_beverages,92.61075519,3.439587128,505,3488976,36.49,9565,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus_SGB94412,Firmicutes,Carlino2024
LiZ_2018__SRS2920550__bin.29,fermented_beverages,91.95736434,3.740310078,623,3667638,66.12,8264,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium_SGB93097,Actinobacteria,Carlino2024
LiZ_2018__SRS2920550__bin.32,fermented_beverages,95.94843462,1.243093923,258,2365324,40.81,12950,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria_SGB94411,Firmicutes,Carlino2024
LiZ_2018__SRS2920551__bin.3,fermented_beverages,96.40883978,2.163904236,284,2459978,40.73,12511,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria_SGB94411,Firmicutes,Carlino2024
LiZ_2018__SRS2920555__bin.17,fermented_beverages,98.15837937,2.808471455,364,2370337,41.03,9178,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria_SGB94411,Firmicutes,Carlino2024
LiZ_2018__SRS2920550__bin.4,fermented_beverages,97.6538162,0.362149533,284,4940944,68.57,28901,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_SGB88704,Proteobacteria,Carlino2024
LiZ_2018__SRS2920551__bin.21,fermented_beverages,98.85124611,0.2355919,280,4979188,68.55,29086,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_SGB88704,Proteobacteria,Carlino2024
LiZ_2018__SRS2920555__bin.14,fermented_beverages,98.4423676,0.835280374,404,4918312,68.6,19612,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_SGB88704,Proteobacteria,Carlino2024
