mag_id,substrate,completeness,contamination,domain,phylum,class,order,family,genus,species,study_catalog,group
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.42,dairy,71.4,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.16,dairy,89.5,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.28,dairy,59.2,0,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arachnomycetaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.26,dairy,87.6,0.3,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.4,dairy,86.9,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.39,dairy,80,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-M12__bin.22,dairy,81.4,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.49,dairy,50.3,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.3,dairy,91,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.18,dairy,88.6,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.41,dairy,70.3,0.3,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hapsidospora,unknown,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB-16-M14__bin.10,dairy,76,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.28,dairy,89.4,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB04-29__bin.28,dairy,89.9,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB08-30__bin.25,dairy,56,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB10-22__bin.15,dairy,83.2,0.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella_versatilis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB10-22__bin.21,dairy,78.5,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB10-29__bin.6,dairy,88.6,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB10-30__bin.3,dairy,80,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_2__VB15-30__bin.29,dairy,75.9,0.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_3__VB04-30__bin.12,dairy,89.8,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_3__VB09-30__bin.51,dairy,93.4,0.1,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_domesticum,Carlino2024,Ascomycota
MASTER_WP4_FFoQSI_3__VB15-29__bin.18,dairy,83,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS02-22__bin.4,dairy,94.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma_guilliermondii,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-22__bin.2,dairy,72.5,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Candida_inconspicua,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-24__bin.5,dairy,95.8,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-26__bin.2,dairy,95.8,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-26__bin.4,dairy,84.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-27__bin.4,dairy,96,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-28__bin.4,dairy,94.9,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-29__bin.4,dairy,95.7,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS03-29__bin.1,dairy,86.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS04-23__bin.14,dairy,58.8,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS04-28__bin.22,dairy,57.3,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Diutina,Diutina_catenulata,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS04-28__bin.9,dairy,97.3,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS04-29__bin.4,dairy,54.7,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Diutina,Diutina_catenulata,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS04-29__bin.11,dairy,98.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS05-22__bin.2,dairy,99.4,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces_polymorphus,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS05-22__bin.3,dairy,80.3,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea,Candida_boidinii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS05-28_0__bin.16,dairy,83.6,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS06-22__bin.10,dairy,99.3,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS06-22__bin.9,dairy,89,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora_mendoncae,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS07-22__bin.3,dairy,65,0.5,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_asahii,Carlino2024,Basidiomycota
MASTER_WP4_TEAGASC_1__TGS07-22__bin.6,dairy,67.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Yamadazyma_triangularis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS07-22__bin.2,dairy,90.4,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella_sorbophila,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS08-22__bin.8,dairy,94.9,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS08-29__bin.46,dairy,91.6,0,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS08-29__bin.32,dairy,97.9,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS09-22__bin.4,dairy,93.6,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Yamadazyma_triangularis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS09-24__bin.3,dairy,95.6,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS09-26__bin.6,dairy,96.3,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS14-22__bin.28,dairy,57.4,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS14-29__bin.2,dairy,98.8,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS14-30__bin.13,dairy,94,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS14-30__bin.22,dairy,85,0.9,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS14-30__bin.36,dairy,99.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-27__bin.11,dairy,74.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-28__bin.22,dairy,94.7,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-28__bin.30,dairy,89.1,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-28__bin.17,dairy,98.8,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-29__bin.18,dairy,51.4,1.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-29__bin.11,dairy,79,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-30__bin.2,dairy,93.1,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_TEAGASC_1__TGS15-30__bin.7,dairy,70.8,1.4,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,unknown,unknown,Carlino2024,Basidiomycota
MASTER_WP4_UNINA_1__AS006_71775__bin.7,dairy,62.8,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora_delbrueckii,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO001_73417__bin.8,dairy,95.3,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO003_71775__bin.4,dairy,93.9,0,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO003_71775__bin.8,dairy,98.4,1.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO004_71775__bin.13,dairy,93.8,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO004_71775__bin.18,dairy,93.2,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO004_71775__bin.7,dairy,93.3,1.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO005_71775__bin.7,dairy,95.4,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO005_71775__bin.3,dairy,95.3,1.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO005_71775__bin.6,dairy,99.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO011_71775__bin.10,dairy,96.1,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO011_71775__bin.13,dairy,98,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO011_71775__bin.8,dairy,89,1.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO013_71775__bin.20,dairy,94.1,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO013_71775__bin.28,dairy,91,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO013_71775__bin.32,dairy,97,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO102_71775__bin.45,dairy,69.8,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO102_71775__bin.29,dairy,52.4,1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO102_71775__bin.43,dairy,96.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO202_71775__bin.7,dairy,95.1,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__GO202_71775__bin.2,dairy,94.4,1.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__MO002_71775__bin.7,dairy,97.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__PM003_71775__bin.5,dairy,59.6,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__PM005_71775__bin.12,dairy,56.8,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__PR102_71775__bin.33,dairy,97.3,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__PS007_71775__bin.9,dairy,99.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SA009_71775__bin.18,meat,96.3,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SC012_71775__bin.17,meat,94.4,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_nalgiovense,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SC012_71775__bin.9,meat,98.7,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SC109_71775__bin.25,meat,97.3,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SF013_71775__bin.21,meat,90.9,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_salamii,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SF013_71775__bin.23,meat,92.5,1.9,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_nalgiovense,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SF013_71775__bin.25,meat,91.2,1.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SF013_71775__bin.13,meat,89.8,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SP009_71775__bin.32,meat,95.2,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_nalgiovense,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SP009_71775__bin.13,meat,95.6,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__SP109_71775__bin.22,meat,91.8,4.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__TA003_71775__bin.6,dairy,98,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__TA011_71775__bin.26,dairy,71.9,2.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__TA011_71775__bin.28,dairy,89.5,4.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_UNINA_1__TO013_71775__bin.2,dairy,58,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__A-22__bin.12,dairy,68.3,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_norvegensis,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__B-22__bin.3,dairy,78.7,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__D-22__bin.10,dairy,97.5,1.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_unispora,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__D-22__bin.17,dairy,72.6,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__F-22__bin.15,dairy,89.1,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__F-22__bin.7,dairy,97.5,1.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_unispora,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__H-29__bin.1,dairy,97.7,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__H-30__bin.4,dairy,97.5,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__I-29__bin.11,dairy,68.6,2.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__J-18__bin.20,fruits_and_vegetables,90.3,0.3,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,unknown,unknown,Carlino2024,Basidiomycota
MASTER_WP4_UNINA_2__N-22__bin.19,dairy,64.6,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__N-22__bin.20,dairy,91.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__N-22__bin.5,dairy,98.8,0.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__N-22__bin.11,dairy,69.7,0.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera_jadinii,Carlino2024,Ascomycota
MASTER_WP4_UNINA_2__O-25.1__bin.4,dairy,67.7,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
