mag_id	original_substrate	substrate_category	specific_substrate	source	completeness	contamination	domain	phylum	class	order	family	genus	species	study_catalog	group
FontanaF_2023__SRR20746940__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746940	67.49	0.19	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746940__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746940	83.64	0.34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746941__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746941	58.76	2.25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_amylovorus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746941__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746941	65.62	0.08	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746941__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746941	68.25	2.38	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746942__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746942	70.59	0.25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746942__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746942	99.17	0.88	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746942__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746942	91.95	0.15	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746942__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746942	83.08	0.12	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746943__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746943	99.6	0.03	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746943__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746943	83.05	0.4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746944__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746944	79.49	4.19	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746944__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746944	99.81	0.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746945__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746945	95.54	0.97	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746945__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746945	87.8	0.26	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746945__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746945	68.5	0.08	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746945__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746945	82.33	1.25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746946__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746946	80.72	0.58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746946__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746946	88.6	0.97	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746947__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746947	96.38	0.08	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746947__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746947	84.33	0.3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746947__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746947	92.3	0.5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746947__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746947	99.75	1.12	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746948__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746948	99.84	0.27	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746948__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746948	90.46	0.32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746948__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746948	93.29	1.41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746950__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746950	87.58	2.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746950__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746950	80.38	2.28	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746951__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746951	89.9	1.16	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746951__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746951	66.62	1.9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746951__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746951	99.43	3.63	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746951__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746951	99.8	0.04	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746952__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746952	78.8	1.59	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746952__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746952	99.93	0.13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746952__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746952	100	0.44	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746952__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746952	70.77	1.03	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746953__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746953	73.71	0.06	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746954__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746954	95.69	4.79	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_immobilis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Proteobacteria
FontanaF_2023__SRR20746954__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746954	63.6	0.02	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	Brochothrix_thermosphacta	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746954__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746954	62.39	0.42	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_SGB99648	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Proteobacteria
FontanaF_2023__SRR20746954__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746954	87.92	1.45	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746954__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746954	98.68	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746955__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746955	99.72	0.32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746955__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746955	84.23	0.05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746955__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746955	80.01	2.64	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746956__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746956	85.05	0.14	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746956__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746956	96.69	2.28	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746957__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746957	59.3	0.05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746957__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746957	65.54	0.03	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Bavariicoccus	Bavariicoccus_seileri	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746957__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746957	99.31	0.27	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746957__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746957	93.41	0.42	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746957__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746957	99.97	0.21	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746958__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746958	99.49	2.42	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_parabuchneri	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746958__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746958	92.51	0.41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
