study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_strategy	read_count	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
PRJEB39163	SAMEA7032751	ERX4260465	ERR4311822	1154581	food fermentation metagenome	11442.G86969	AMPLICON	29027	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G86969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311822/ERR4311822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311822/11442.G86969.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311822	qiita_sid_11442:11442.G86969	11442.G86969	
PRJEB39163	SAMEA7032756	ERX4260470	ERR4311827	870726	food metagenome	11442.G86974	AMPLICON	901631	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G86974	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4311827/ERR4311827.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311827/11442.G86974.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4311827	qiita_sid_11442:11442.G86974	11442.G86974	
PRJEB39163	SAMEA7032758	ERX4260472	ERR4311829	870726	food metagenome	11442.G86976	AMPLICON	1031685	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G86976	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311829/ERR4311829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311829/11442.G86976.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311829	qiita_sid_11442:11442.G86976	11442.G86976	
PRJEB39163	SAMEA7032764	ERX4260478	ERR4311835	870726	food metagenome	11442.G86982	AMPLICON	1098148	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G86982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311835/ERR4311835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311835/11442.G86982.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311835	qiita_sid_11442:11442.G86982	11442.G86982	
PRJEB39163	SAMEA7032766	ERX4260480	ERR4311837	870726	food metagenome	11442.G86984	AMPLICON	940621	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G86984	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4311837/ERR4311837.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311837/11442.G86984.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4311837	qiita_sid_11442:11442.G86984	11442.G86984	
PRJEB39163	SAMEA7032767	ERX4260481	ERR4311838	870726	food metagenome	11442.G86985	AMPLICON	408022	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G86985	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311838/ERR4311838.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311838/11442.G86985.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311838	qiita_sid_11442:11442.G86985	11442.G86985	
PRJEB39163	SAMEA7032769	ERX4260483	ERR4311840	870726	food metagenome	11442.G87457	AMPLICON	717957	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311840/ERR4311840.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311840/11442.G87457.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311840	qiita_sid_11442:11442.G87457	11442.G87457	
PRJEB39163	SAMEA7032771	ERX4260485	ERR4311842	870726	food metagenome	11442.G87461	AMPLICON	668309	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87461	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311842/ERR4311842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311842/11442.G87461.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311842	qiita_sid_11442:11442.G87461	11442.G87461	
PRJEB39163	SAMEA7032773	ERX4260487	ERR4311844	870726	food metagenome	11442.G87464	AMPLICON	873306	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311844/ERR4311844.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311844/11442.G87464.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311844	qiita_sid_11442:11442.G87464	11442.G87464	
PRJEB39163	SAMEA7032774	ERX4260488	ERR4311845	870726	food metagenome	11442.G87465	AMPLICON	784527	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87465	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4311845/ERR4311845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311845/11442.G87465.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4311845	qiita_sid_11442:11442.G87465	11442.G87465	
PRJEB39163	SAMEA7032778	ERX4260492	ERR4311849	870726	food metagenome	11442.G87469	AMPLICON	581958	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87469	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4311849/ERR4311849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311849/11442.G87469.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4311849	qiita_sid_11442:11442.G87469	11442.G87469	
PRJEB39163	SAMEA7032779	ERX4260493	ERR4311850	870726	food metagenome	11442.G87470	AMPLICON	713128	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311850/ERR4311850.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311850/11442.G87470.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311850	qiita_sid_11442:11442.G87470	11442.G87470	
PRJEB39163	SAMEA7032781	ERX4260495	ERR4311852	870726	food metagenome	11442.G87472	AMPLICON	899357	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87472	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311852/ERR4311852.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311852/11442.G87472.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311852	qiita_sid_11442:11442.G87472	11442.G87472	
PRJEB39163	SAMEA7032782	ERX4260496	ERR4311853	870726	food metagenome	11442.G87473	AMPLICON	753671	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311853/ERR4311853.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311853/11442.G87473.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311853	qiita_sid_11442:11442.G87473	11442.G87473	
PRJEB39163	SAMEA7032783	ERX4260497	ERR4311854	870726	food metagenome	11442.G87479	AMPLICON	422829	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311854/ERR4311854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311854/11442.G87479.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311854	qiita_sid_11442:11442.G87479	11442.G87479	
PRJEB39163	SAMEA7032791	ERX4260505	ERR4311862	870726	food metagenome	11442.G87494	AMPLICON	656361	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311862/ERR4311862.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311862/11442.G87494.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311862	qiita_sid_11442:11442.G87494	11442.G87494	
PRJEB39163	SAMEA7032793	ERX4260507	ERR4311864	870726	food metagenome	11442.G87496	AMPLICON	755297	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311864/ERR4311864.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311864/11442.G87496.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311864	qiita_sid_11442:11442.G87496	11442.G87496	
PRJEB39163	SAMEA7032800	ERX4260514	ERR4311871	1154581	food fermentation metagenome	11442.G87504	AMPLICON	3733	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311871/ERR4311871.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311871/11442.G87504.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311871	qiita_sid_11442:11442.G87504	11442.G87504	
PRJEB39163	SAMEA7032812	ERX4260526	ERR4311883	1154581	food fermentation metagenome	11442.G87516	AMPLICON	838035	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87516	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311883/ERR4311883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311883/11442.G87516.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311883	qiita_sid_11442:11442.G87516	11442.G87516	
PRJEB39163	SAMEA7032819	ERX4260533	ERR4311890	870726	food metagenome	11442.G87523	AMPLICON	609432	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87523	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311890/ERR4311890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311890/11442.G87523.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311890	qiita_sid_11442:11442.G87523	11442.G87523	
PRJEB39163	SAMEA7032823	ERX4260537	ERR4311894	870726	food metagenome	11442.G87532	AMPLICON	923242	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87532	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311894/ERR4311894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311894/11442.G87532.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311894	qiita_sid_11442:11442.G87532	11442.G87532	
PRJEB39163	SAMEA7032827	ERX4260541	ERR4311898	870726	food metagenome	11442.G87536	AMPLICON	477139	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87536	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4311898/ERR4311898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311898/11442.G87536.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4311898	qiita_sid_11442:11442.G87536	11442.G87536	
PRJEB39163	SAMEA7032831	ERX4260545	ERR4311902	870726	food metagenome	11442.G87540	AMPLICON	744099	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311902/ERR4311902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311902/11442.G87540.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311902	qiita_sid_11442:11442.G87540	11442.G87540	
PRJEB39163	SAMEA7032833	ERX4260547	ERR4311904	870726	food metagenome	11442.G87542	AMPLICON	5936	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87542	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4311904/ERR4311904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311904/11442.G87542.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4311904	qiita_sid_11442:11442.G87542	11442.G87542	
PRJEB39163	SAMEA7032841	ERX4260555	ERR4311912	870726	food metagenome	11442.G87554	AMPLICON	646065	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87554	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311912/ERR4311912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311912/11442.G87554.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311912	qiita_sid_11442:11442.G87554	11442.G87554	
PRJEB39163	SAMEA7032842	ERX4260556	ERR4311913	870726	food metagenome	11442.G87555	AMPLICON	584451	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87555	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311913/ERR4311913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311913/11442.G87555.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311913	qiita_sid_11442:11442.G87555	11442.G87555	
PRJEB39163	SAMEA7032845	ERX4260559	ERR4311916	870726	food metagenome	11442.G87558	AMPLICON	1046508	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87558	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311916/ERR4311916.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311916/11442.G87558.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311916	qiita_sid_11442:11442.G87558	11442.G87558	
PRJEB39163	SAMEA7032851	ERX4260565	ERR4311922	870726	food metagenome	11442.G87584	AMPLICON	671745	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87584	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4311922/ERR4311922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311922/11442.G87584.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4311922	qiita_sid_11442:11442.G87584	11442.G87584	
PRJEB39163	SAMEA7032855	ERX4260569	ERR4311926	870726	food metagenome	11442.G87596	AMPLICON	412226	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87596	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4311926/ERR4311926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311926/11442.G87596.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4311926	qiita_sid_11442:11442.G87596	11442.G87596	
PRJEB39163	SAMEA7032859	ERX4260573	ERR4311930	870726	food metagenome	11442.G87601	AMPLICON	5947	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G87601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4311930/ERR4311930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311930/11442.G87601.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4311930	qiita_sid_11442:11442.G87601	11442.G87601	
PRJEB39163	SAMEA7032866	ERX4260580	ERR4311937	1154581	food fermentation metagenome	11442.G90212	AMPLICON	246837	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4311937/ERR4311937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311937/11442.G90212.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4311937	qiita_sid_11442:11442.G90212	11442.G90212	
PRJEB39163	SAMEA7032870	ERX4260584	ERR4311941	870726	food metagenome	11442.G90222	AMPLICON	799233	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90222	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4311941/ERR4311941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311941/11442.G90222.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4311941	qiita_sid_11442:11442.G90222	11442.G90222	
PRJEB39163	SAMEA7032872	ERX4260586	ERR4311943	870726	food metagenome	11442.G90225	AMPLICON	1189926	Illumina HiSeq 4000 sequencing: qiita_ptid_7604:11442.G90225	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4311943/ERR4311943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4311943/11442.G90225.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4311943	qiita_sid_11442:11442.G90225	11442.G90225	
PRJEB39163	SAMEA7033696	ERX4261489	ERR4312918	256318	metagenome	11442.BLANK2.2B	AMPLICON	58	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK2.2B	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4312918/ERR4312918.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312918/11442.BLANK2.2B.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4312918	qiita_sid_11442:11442.BLANK2.2B	11442.BLANK2.2B	
PRJEB39163	SAMEA7033697	ERX4261490	ERR4312919	256318	metagenome	11442.BLANK2.2C	AMPLICON	85	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK2.2C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312919/ERR4312919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312919/11442.BLANK2.2C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312919	qiita_sid_11442:11442.BLANK2.2C	11442.BLANK2.2C	
PRJEB39163	SAMEA7033699	ERX4261492	ERR4312921	256318	metagenome	11442.BLANK2.2E	AMPLICON	749	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK2.2E	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4312921/ERR4312921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312921/11442.BLANK2.2E.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4312921	qiita_sid_11442:11442.BLANK2.2E	11442.BLANK2.2E	
PRJEB39163	SAMEA7033702	ERX4261495	ERR4312924	256318	metagenome	11442.BLANK2.2H	AMPLICON	30958	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK2.2H	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4312924/ERR4312924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312924/11442.BLANK2.2H.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4312924	qiita_sid_11442:11442.BLANK2.2H	11442.BLANK2.2H	
PRJEB39163	SAMEA7033706	ERX4261499	ERR4312928	256318	metagenome	11442.BLANK3.3D	AMPLICON	26485	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK3.3D	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4312928/ERR4312928.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312928/11442.BLANK3.3D.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4312928	qiita_sid_11442:11442.BLANK3.3D	11442.BLANK3.3D	
PRJEB39163	SAMEA7033708	ERX4261501	ERR4312930	256318	metagenome	11442.BLANK3.3F	AMPLICON	315	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK3.3F	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4312930/ERR4312930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312930/11442.BLANK3.3F.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4312930	qiita_sid_11442:11442.BLANK3.3F	11442.BLANK3.3F	
PRJEB39163	SAMEA7033716	ERX4261509	ERR4312938	256318	metagenome	11442.BLANK4.4F	AMPLICON	8539	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK4.4F	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4312938/ERR4312938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312938/11442.BLANK4.4F.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4312938	qiita_sid_11442:11442.BLANK4.4F	11442.BLANK4.4F	
PRJEB39163	SAMEA7033717	ERX4261510	ERR4312939	256318	metagenome	11442.BLANK4.4G	AMPLICON	292	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK4.4G	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312939/ERR4312939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312939/11442.BLANK4.4G.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312939	qiita_sid_11442:11442.BLANK4.4G	11442.BLANK4.4G	
PRJEB39163	SAMEA7033718	ERX4261511	ERR4312940	256318	metagenome	11442.BLANK4.4H	AMPLICON	49	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK4.4H	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4312940/ERR4312940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312940/11442.BLANK4.4H.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4312940	qiita_sid_11442:11442.BLANK4.4H	11442.BLANK4.4H	
PRJEB39163	SAMEA7033719	ERX4261512	ERR4312941	256318	metagenome	11442.BLANK5.5A	AMPLICON	21744	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK5.5A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4312941/ERR4312941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312941/11442.BLANK5.5A.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4312941	qiita_sid_11442:11442.BLANK5.5A	11442.BLANK5.5A	
PRJEB39163	SAMEA7033722	ERX4261515	ERR4312944	256318	metagenome	11442.BLANK5.5D	AMPLICON	22	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK5.5D	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4312944/ERR4312944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312944/11442.BLANK5.5D.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4312944	qiita_sid_11442:11442.BLANK5.5D	11442.BLANK5.5D	
PRJEB39163	SAMEA7033724	ERX4261517	ERR4312946	256318	metagenome	11442.BLANK5.5F	AMPLICON	41	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK5.5F	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4312946/ERR4312946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312946/11442.BLANK5.5F.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4312946	qiita_sid_11442:11442.BLANK5.5F	11442.BLANK5.5F	
PRJEB39163	SAMEA7033727	ERX4261520	ERR4312949	256318	metagenome	11442.BLANK6.6A	AMPLICON	184395	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK6.6A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4312949/ERR4312949.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312949/11442.BLANK6.6A.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4312949	qiita_sid_11442:11442.BLANK6.6A	11442.BLANK6.6A	
PRJEB39163	SAMEA7033729	ERX4261522	ERR4312951	256318	metagenome	11442.BLANK6.6C	AMPLICON	2965	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK6.6C	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4312951/ERR4312951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312951/11442.BLANK6.6C.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4312951	qiita_sid_11442:11442.BLANK6.6C	11442.BLANK6.6C	
PRJEB39163	SAMEA7033734	ERX4261527	ERR4312956	256318	metagenome	11442.BLANK6.6H	AMPLICON	209	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK6.6H	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4312956/ERR4312956.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312956/11442.BLANK6.6H.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4312956	qiita_sid_11442:11442.BLANK6.6H	11442.BLANK6.6H	
PRJEB39163	SAMEA7033735	ERX4261528	ERR4312957	256318	metagenome	11442.BLANK7.7A	AMPLICON	3880	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK7.7A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4312957/ERR4312957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312957/11442.BLANK7.7A.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4312957	qiita_sid_11442:11442.BLANK7.7A	11442.BLANK7.7A	
PRJEB39163	SAMEA7033738	ERX4261531	ERR4312960	256318	metagenome	11442.BLANK7.7D	AMPLICON	17	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK7.7D	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4312960/ERR4312960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312960/11442.BLANK7.7D.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4312960	qiita_sid_11442:11442.BLANK7.7D	11442.BLANK7.7D	
PRJEB39163	SAMEA7033751	ERX4261544	ERR4312973	256318	metagenome	11442.BLANK9.9A	AMPLICON	18	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.BLANK9.9A	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4312973/ERR4312973.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4312973/11442.BLANK9.9A.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4312973	qiita_sid_11442:11442.BLANK9.9A	11442.BLANK9.9A	
